id,league,name,nickname,season,gamesPlayed,wins,losses,overtimeLosses,shootoutWins,shootoutLosses,points,goalsFor,goalsAgainst,goalsDiff,winPercent,S,SA,FOPct,SB,H,TkA,GvA,PIMPerG,PPO,PPG,PPPercent,SHGA,SHO,PPGA,PKPercent,leagueRank,divisionRank,conferenceRank,playoffResult,playoffWins,playoffLosses
2,0,Hamilton,Steelhawks,10,50,40,7,3,0,0,83,0,0,0,0.8,,,,,,,,,,,,,,,,2,,1,Round 2,7,6
13,0,Los Angeles,Panthers,60,66,39,24,1,2,2,81,255,210,45,0.591,,,,,,,,,,,,,,,,8,2,4,Round 1,2,4
6,0,Tampa Bay,Barracuda,62,66,39,22,2,6,3,83,214,183,31,0.591,,,,,,,,,,,,,,,,7,2,4,Round 2,6,6
9,0,Edmonton,Blizzard,55,50,39,9,1,0,1,80,232,119,113,0.78,,,,,,,,,,,,,,,,2,1,1,Round 2,7,4
24,0,Denver,Glacier Guardians,83,66,39,26,1,2,0,79,306,285,21,0.591,2401,2253,51.8,1323,1521,639,919,8.41,241,26,0.1079,13,233,36,0.8455,10,,5,Round 1,0,4
25,0,Madison,Valkyries,86,66,39,22,3,2,2,83,333,283,50,0.591,2340,2433,53.2,955,1563,800,750,6.62,197,29,0.1472,10,208,32,0.8462,8,,5,Round 1,0,4
22,0,Cincinnati,Six,85,66,39,24,1,4,2,81,302,262,40,0.591,2204,2146,48.8,899,1671,671,703,9,243,54,0.2222,13,255,41,0.8392,10,,5,Round 1,0,4
20,0,Montreal,Patriotes,66,66,39,22,2,0,3,83,276,221,55,0.591,2207,2234,50,1056,1313,497,552,7.15,195,43,0.2205,16,211,42,0.8009,8,2,3,Round 1,2,4
3,0,Toronto,North Stars,79,66,39,23,2,1,2,82,264,216,48,0.591,2312,2223,52,1414,1013,611,539,6.73,189,47,0.2487,12,180,33,0.8167,7,2,3,Round 1,2,4
19,0,Seattle,Argonauts,80,66,39,20,4,3,3,85,284,253,31,0.591,2410,2527,53.4,1689,1055,580,590,9.36,253,45,0.1779,13,270,49,0.8185,5,2,2,Round 1,1,4
5,0,New England,Wolfpack,78,66,39,23,4,4,0,82,298,249,49,0.591,2767,2541,47.2,1112,1256,710,608,5.73,180,44,0.2444,10,162,34,0.7901,7,1,4,Round 1,3,4
5,0,New England,Wolfpack,79,66,39,20,3,4,4,85,299,259,40,0.591,2624,2585,44.9,1224,1323,701,596,7.97,245,59,0.2408,16,239,51,0.7866,6,1,2,Round 1,2,4
5,0,New England,Wolfpack,82,66,39,24,2,2,1,81,297,245,52,0.591,2432,1935,51.4,1328,1667,747,788,9.7,300,41,0.1367,12,282,35,0.8759,6,1,3,Round 3,8,6
14,0,New Orleans,Specters,80,66,39,23,4,2,0,82,265,212,53,0.591,2468,2072,49.1,1326,1089,659,588,8.48,240,58,0.2417,10,235,42,0.8213,6,1,3,Round 2,6,7
21,0,Philadelphia,Forge,65,66,39,22,2,0,3,83,269,208,61,0.591,,,,,,,,,,,,,,,,10,4,5,Round 1,3,4
6,0,Tampa Bay,Barracuda,64,66,39,22,1,1,4,83,253,207,46,0.591,,,,,,,,,,,,,,,,7,3,4,Round 1,0,4
4,0,Manhattan,Rage,69,66,39,20,3,2,4,85,269,190,79,0.591,2454,1987,52.9,1041,1115,556,495,6.14,173,39,0.2254,6,186,29,0.8441,11,3,6,Round 1,1,4
18,0,Atlanta,Inferno,72,66,39,23,2,1,2,82,279,201,78,0.591,2917,2013,53.4,1095,1463,613,515,9.18,254,52,0.2047,9,271,39,0.8561,9,2,5,Round 2,5,4
9,0,Edmonton,Blizzard,82,66,39,22,3,0,2,83,304,232,72,0.591,2470,2030,50.5,932,1658,782,868,9.02,263,46,0.1749,5,265,41,0.8453,5,3,3,Cup Winner,16,9
1,0,Chicago,Syndicate,70,66,39,23,3,5,1,82,254,217,37,0.591,2225,1961,50.4,996,1375,576,482,5.53,194,42,0.2165,9,177,34,0.8079,8,2,4,Round 2,6,7
2,0,Hamilton,Steelhawks,75,66,39,22,3,1,2,83,328,262,66,0.591,2681,2574,51,1190,1056,688,551,7.95,240,49,0.2042,10,231,41,0.8225,9,3,5,Round 2,7,7
6,0,Tampa Bay,Barracuda,79,66,38,23,1,1,4,81,278,231,47,0.576,2535,2090,50.1,1312,1091,658,594,7.73,267,59,0.221,11,219,55,0.7489,8,2,4,Round 2,5,6
18,0,Atlanta,Inferno,63,66,38,22,2,4,4,82,255,201,54,0.576,,,,,,,,,,,,,,,,9,3,5,Round 1,3,4
21,0,Philadelphia,Forge,64,66,38,23,0,3,5,81,249,202,47,0.576,,,,,,,,,,,,,,,,8,4,5,Round 1,0,4
21,0,Philadelphia,Forge,80,66,38,25,1,0,2,79,315,246,69,0.576,2695,2373,50.3,1078,1191,675,612,10.59,299,65,0.2174,11,315,57,0.819,9,4,5,Round 2,7,6
18,0,Atlanta,Inferno,78,66,38,22,3,2,3,82,284,245,39,0.576,2735,2242,52.4,1442,1177,637,608,7.15,228,57,0.25,8,211,33,0.8436,6,3,3,Round 2,4,6
15,0,Texas,Renegades,80,66,38,24,1,1,3,80,277,239,38,0.576,2496,2246,50.2,1328,1161,611,592,8.89,289,56,0.1938,9,262,50,0.8092,7,2,4,Round 3,10,6
12,0,San Francisco,Pride,64,66,38,23,0,3,5,81,221,193,28,0.576,,,,,,,,,,,,,,,,9,2,4,Round 3,11,9
11,0,Winnipeg,Aurora,74,66,38,24,2,4,2,80,289,223,66,0.576,2717,2079,54.1,1087,1266,631,629,7.76,265,66,0.2491,12,227,41,0.8194,10,3,5,Finals Lost,14,8
4,0,Manhattan,Rage,80,66,38,24,4,3,0,80,265,245,20,0.576,2329,2448,47.6,1267,1061,645,574,7.59,262,59,0.2252,14,219,38,0.8265,8,3,4,Round 1,0,4
14,0,New Orleans,Specters,76,66,38,24,3,2,1,80,261,226,35,0.576,2384,2311,49.8,1422,1198,644,683,7.74,205,46,0.2244,3,232,54,0.7672,6,2,4,Round 1,0,4
0,0,Buffalo,Stampede,63,66,38,21,2,5,5,83,210,177,33,0.576,,,,,,,,,,,,,,,,8,2,4,Round 2,7,5
3,0,Toronto,North Stars,78,66,38,25,1,3,2,79,250,251,-1,0.576,2412,2487,50.6,1439,887,679,599,5.92,166,32,0.1928,7,170,46,0.7294,8,2,5,Round 1,3,4
3,0,Toronto,North Stars,65,66,38,23,0,1,5,81,224,213,11,0.576,,,,,,,,,,,,,,,,11,2,6,Round 1,2,4
20,0,Montreal,Patriotes,82,66,38,26,2,2,0,78,236,218,18,0.576,2231,1884,52.5,1184,1576,765,822,7.59,219,31,0.1416,10,226,29,0.8717,7,2,4,Round 2,5,6
3,0,Toronto,North Stars,66,66,38,26,0,2,2,78,260,229,31,0.576,2269,2065,51.1,1035,1286,590,538,5.55,181,50,0.2762,4,150,29,0.8067,10,3,5,Round 2,4,6
13,0,Los Angeles,Panthers,67,66,38,26,0,6,2,78,253,240,13,0.576,2417,2124,52.4,1113,1290,654,563,6.21,190,44,0.2316,18,183,37,0.7978,10,4,6,Round 1,2,4
18,0,Atlanta,Inferno,75,66,38,24,3,0,1,80,298,251,47,0.576,2954,2385,51.4,1312,1119,619,662,8.23,209,51,0.244,11,236,38,0.839,10,3,6,Round 1,2,4
20,0,Montreal,Patriotes,81,66,38,26,1,1,1,78,280,223,57,0.576,2535,2295,51.9,1144,1090,702,627,8.91,247,51,0.2065,11,243,31,0.8724,7,1,3,Round 2,7,6
11,0,Winnipeg,Aurora,66,66,38,27,1,4,0,77,278,241,37,0.576,2618,2105,54.4,741,1392,673,504,6.98,210,49,0.2333,10,202,34,0.8317,11,3,6,Round 1,1,4
14,0,New Orleans,Specters,81,66,38,24,1,2,3,80,258,222,36,0.576,2465,2098,50.8,1403,1086,659,579,8.15,240,37,0.1542,13,225,38,0.8311,6,2,4,Round 3,10,9
4,0,Manhattan,Rage,66,66,38,22,5,2,1,82,254,208,46,0.576,2368,2136,52.1,1066,1233,558,593,6.33,182,47,0.2582,2,196,40,0.7959,9,2,4,Round 1,0,4
6,0,Tampa Bay,Barracuda,61,66,38,23,2,3,3,81,223,186,37,0.576,,,,,,,,,,,,,,,,6,2,4,Round 2,7,6
8,0,Calgary,Dragons,56,50,38,8,2,2,2,80,190,85,105,0.76,,,,,,,,,,,,,,,,2,1,1,Round 2,2,4
8,0,Calgary,Dragons,60,66,38,21,2,0,5,83,235,173,62,0.576,,,,,,,,,,,,,,,,7,1,3,Round 3,10,7
2,0,Hamilton,Steelhawks,54,50,38,10,1,2,1,78,220,106,114,0.76,,,,,,,,,,,,,,,,2,2,2,Finals Lost,8,7
9,0,Edmonton,Blizzard,27,50,38,10,2,0,0,78,0,0,0,0.76,,,,,,,,,,,,,,,,1,,1,Round 1,2,4
13,0,Los Angeles,Panthers,6,60,38,17,5,0,0,81,0,0,0,0.633,,,,,,,,,,,,,,,,1,,1,Cup Winner,8,4
13,0,Los Angeles,Panthers,32,50,38,10,2,0,0,78,180,127,53,0.76,,,,,,,,,,,,,,,,1,,1,Round 1,1,4
10,0,Minnesota,Chiefs,11,50,38,11,1,0,0,77,0,0,0,0.76,,,,,,,,,,,,,,,,1,,1,Round 2,7,7
9,0,Edmonton,Blizzard,15,50,38,7,5,0,0,81,0,0,0,0.76,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,7
15,0,Texas,Renegades,87,66,38,25,1,2,2,79,290,263,27,0.576,2318,1962,51.1,1252,1733,721,831,9,243,40,0.1646,16,268,46,0.8284,11,,6,Missed,,
4,0,Manhattan,Rage,86,66,37,20,3,1,6,83,328,279,49,0.561,2600,2119,49.8,1357,1602,755,719,7.79,222,30,0.1351,11,206,30,0.8544,9,,4,Round 2,6,7
18,0,Atlanta,Inferno,86,66,37,24,4,0,1,79,324,259,65,0.561,2639,2196,51.5,1195,1568,637,792,7.03,210,46,0.219,6,199,39,0.804,12,,6,Round 1,1,4
7,0,Baltimore,Platoon,84,66,37,25,2,3,2,78,278,260,18,0.561,2321,2226,50.5,1285,1621,720,935,6.73,215,38,0.1767,7,199,33,0.8342,8,,5,Round 1,1,4
1,0,Chicago,Syndicate,56,50,37,9,0,1,4,78,201,98,103,0.74,,,,,,,,,,,,,,,,3,2,2,Round 3,11,5
11,0,Winnipeg,Jets,57,66,37,26,2,5,1,77,195,173,22,0.561,,,,,,,,,,,,,,,,9,3,5,Round 3,9,9
11,0,Winnipeg,Aurora,83,66,37,26,2,1,1,77,254,238,16,0.561,2216,2029,51.8,1273,1598,609,873,9.26,256,46,0.1797,7,265,38,0.8566,11,,6,Round 1,1,4
7,0,Baltimore,Platoon,73,66,37,25,0,1,4,78,292,245,47,0.561,2671,2437,54,1183,1112,623,595,7.47,193,46,0.2383,10,221,40,0.819,7,3,5,Round 1,3,4
0,0,Buffalo,Stampede,76,66,37,24,1,1,4,79,291,238,53,0.561,2774,2471,50.8,1138,1238,667,695,7.39,208,43,0.2067,11,202,50,0.7525,7,1,3,Round 2,7,5
7,0,Baltimore,Platoon,77,66,37,26,3,2,0,77,292,248,44,0.561,2530,2215,55.4,1224,1177,707,611,7.38,210,43,0.2048,17,206,36,0.8252,11,4,6,Round 1,2,4
2,0,Hamilton,Steelhawks,64,66,37,22,4,3,3,81,261,221,40,0.561,,,,,,,,,,,,,,,,10,2,6,Round 3,10,7
8,0,Calgary,Dragons,68,66,37,21,5,3,3,82,259,210,49,0.561,2187,2062,51.2,1229,1004,729,415,5.59,203,45,0.2217,12,160,34,0.7875,10,2,4,Round 2,5,6
14,0,New Orleans,Specters,71,66,37,26,1,3,2,77,240,216,24,0.561,2090,2309,48.8,1496,1202,580,585,9.15,238,60,0.2521,3,276,51,0.8152,9,3,4,Round 1,1,4
2,0,Hamilton,Steelhawks,73,66,37,26,3,1,0,77,320,273,47,0.561,2722,2473,51,1264,1165,651,583,7.79,254,56,0.2205,10,219,47,0.7854,8,3,6,Round 2,6,6
2,0,Hamilton,Steelhawks,65,66,37,27,1,3,1,76,216,193,23,0.561,,,,,,,,,,,,,,,,12,3,7,Round 2,5,6
21,0,Philadelphia,Forge,67,66,37,24,1,3,4,79,254,201,53,0.561,2369,2184,47.1,833,1519,665,585,5.88,178,31,0.1742,14,166,35,0.7892,8,2,3,Round 1,3,4
0,0,Buffalo,Stampede,70,66,37,24,3,0,2,79,291,219,72,0.561,2812,2082,51.4,1047,1404,604,620,7.36,217,40,0.1843,7,212,36,0.8302,9,3,5,Round 1,3,4
7,0,Baltimore,Platoon,79,66,37,26,1,2,2,77,261,228,33,0.561,2446,2246,54,1293,1017,668,625,7.05,229,56,0.2445,8,210,50,0.7619,9,3,5,Round 1,2,4
6,0,Tampa Bay,Barracuda,77,66,37,25,1,0,3,78,263,207,56,0.561,2261,2159,52.5,1300,1000,626,593,7.65,215,50,0.2326,7,216,52,0.7593,10,3,5,Round 1,3,4
10,0,Minnesota,Chiefs,29,50,37,13,0,0,0,74,165,118,47,0.74,,,,,,,,,,,,,,,,1,,1,Round 1,0,4
7,0,West Kendall,Platoon,9,50,37,12,1,0,0,75,0,0,0,0.74,,,,,,,,,,,,,,,,1,,1,Round 2,1,4
11,0,Winnipeg,Jets,11,50,36,11,3,0,0,75,0,0,0,0.72,,,,,,,,,,,,,,,,2,,1,Round 1,3,4
5,0,New England,Wolfpack,15,50,36,13,1,0,0,73,0,0,0,0.72,,,,,,,,,,,,,,,,2,,1,Round 1,3,4
8,0,Calgary,Dragons,35,50,36,12,2,0,0,74,164,117,47,0.72,,,,,,,,,,,,,,,,1,,1,Round 2,7,6
7,0,West Kendall,Platoon,47,50,36,12,2,0,0,74,209,142,67,0.72,,,,,,,,,,,,,,,,1,1,1,Cup Winner,12,3
5,0,New England,Wolfpack,61,66,36,24,2,1,4,78,231,193,38,0.545,,,,,,,,,,,,,,,,7,3,5,Round 1,0,4
9,0,Edmonton,Blizzard,61,66,36,28,1,3,1,74,210,222,-12,0.545,,,,,,,,,,,,,,,,8,1,3,Round 3,8,6
5,0,New England,Wolfpack,62,66,36,25,1,3,4,77,252,198,54,0.545,,,,,,,,,,,,,,,,9,3,5,Round 1,2,4
11,0,Winnipeg,Jets,41,50,36,9,5,0,0,77,222,136,86,0.72,,,,,,,,,,,,,,,,1,,1,Round 2,7,6
8,0,Calgary,Dragons,62,66,36,23,3,6,4,79,219,216,3,0.545,,,,,,,,,,,,,,,,8,2,4,Round 1,3,4
4,0,Manhattan,Rage,55,50,36,10,2,6,2,76,171,117,54,0.72,,,,,,,,,,,,,,,,3,1,2,Round 1,3,4
14,0,New Orleans,Specters,51,50,36,11,3,0,0,75,195,134,61,0.72,,,,,,,,,,,,,,,,1,1,1,Round 2,1,4
13,0,Los Angeles,Panthers,57,66,36,22,1,3,7,80,193,176,17,0.545,,,,,,,,,,,,,,,,8,2,4,Round 1,2,4
6,0,Tampa Bay,Barracuda,84,66,36,25,2,3,3,77,300,254,46,0.545,2181,2078,50.8,1383,1518,745,810,7.2,207,34,0.1643,2,196,46,0.7653,9,,6,Round 1,3,4
14,0,New Orleans,Specters,84,66,36,28,1,3,1,74,261,264,-3,0.545,2250,1974,51.6,1309,1854,654,909,9.52,281,46,0.1637,18,273,64,0.7656,10,,4,Round 2,4,6
1,0,Chicago,Syndicate,81,66,36,26,3,1,1,76,278,254,24,0.545,2267,2266,48.7,1374,1011,580,576,7.33,212,43,0.2028,10,209,43,0.7943,9,3,5,Round 1,3,4
14,0,New Orleans,Specters,64,66,36,25,0,7,5,77,213,201,12,0.545,,,,,,,,,,,,,,,,11,3,5,Round 1,2,4
7,0,Baltimore,Platoon,78,66,36,24,2,0,4,78,275,238,37,0.545,2605,2258,54.2,1103,1084,661,631,7.27,203,49,0.2414,12,211,39,0.8152,9,4,6,Round 3,9,8
6,0,Tampa Bay,Barracuda,74,66,36,27,1,3,2,75,304,287,17,0.545,2689,2689,54.6,1138,1101,676,601,7.62,246,51,0.2073,9,221,51,0.7692,11,4,6,Round 1,2,4
13,0,Los Angeles,Panthers,63,66,36,24,2,4,4,78,227,202,25,0.545,,,,,,,,,,,,,,,,12,3,5,Finals Lost,14,8
8,0,Calgary,Dragons,80,66,36,25,2,2,3,77,261,243,18,0.545,2466,2540,49.4,1659,929,567,522,7.64,213,49,0.23,8,217,39,0.8203,10,3,5,Round 2,6,5
8,0,Calgary,Dragons,78,66,36,24,5,1,1,78,255,231,24,0.545,2209,2269,50.8,1250,1057,634,578,8.47,200,44,0.22,7,248,55,0.7782,10,3,4,Round 1,2,4
5,0,New England,Wolfpack,81,66,36,25,4,2,1,77,270,247,23,0.545,2829,2401,50.7,1439,1137,657,536,10.65,299,56,0.1873,7,309,48,0.8447,8,2,4,Round 3,11,8
3,0,Toronto,North Stars,63,66,36,22,2,4,6,80,204,183,21,0.545,,,,,,,,,,,,,,,,10,3,6,Round 1,1,4
9,0,Edmonton,Blizzard,70,66,36,28,2,2,0,74,281,243,38,0.545,2588,2137,52.7,855,1281,693,536,8.92,228,58,0.2544,11,248,52,0.7903,11,3,6,Round 1,1,4
6,0,Tampa Bay,Barracuda,81,66,36,29,1,1,0,73,270,247,23,0.545,2592,2051,50.2,1432,1107,659,547,8.52,272,42,0.1544,13,242,41,0.8306,11,3,5,Finals Lost,14,12
13,0,Los Angeles,Panthers,73,66,36,28,1,2,1,74,283,251,32,0.545,2706,2644,49.4,974,1198,654,552,7.11,214,42,0.1963,17,185,36,0.8054,10,2,4,Round 2,4,4
1,0,Chicago,Syndicate,71,66,36,25,2,1,3,77,285,255,30,0.545,2456,2208,49.1,1179,1370,588,546,7.62,216,42,0.1944,15,222,43,0.8063,8,2,3,Round 2,7,5
7,0,Baltimore,Platoon,72,66,36,26,1,3,3,76,271,264,7,0.545,2544,2393,53.9,1125,1160,695,540,8.53,245,62,0.2531,19,239,43,0.8201,10,3,6,Round 1,0,4
11,0,Winnipeg,Aurora,76,66,36,27,1,0,2,75,264,231,33,0.545,2493,2349,49,953,1182,695,600,6.64,204,53,0.2598,8,190,46,0.7579,8,3,5,Round 3,9,6
4,0,Manhattan,Rage,67,66,36,23,3,2,4,79,256,219,37,0.545,2291,2122,51.3,1174,1236,612,480,6.59,199,42,0.2111,13,204,38,0.8137,9,3,4,Finals Lost,15,12
19,0,Seattle,Argonauts,64,66,35,25,3,2,3,76,248,216,32,0.53,,,,,,,,,,,,,,,,12,3,6,Round 1,3,4
8,0,Calgary,Dragons,81,66,35,27,3,0,1,74,275,259,16,0.53,2468,2317,49.9,1726,1042,636,574,10.32,238,45,0.1891,11,303,56,0.8152,10,3,6,Round 1,2,4
13,0,Los Angeles,Panthers,80,66,35,27,3,2,1,74,275,243,32,0.53,2470,2146,49.8,1297,1163,617,566,10.38,254,57,0.2244,9,282,52,0.8156,11,4,6,Round 1,3,4
0,0,Buffalo,Stampede,67,66,35,27,3,0,1,74,275,224,51,0.53,2340,2018,48.6,942,1489,716,493,6.68,196,47,0.2398,8,182,22,0.8791,12,2,5,Round 1,0,4
7,0,Baltimore,Platoon,71,66,35,26,2,2,3,75,272,267,5,0.53,2470,2286,55.4,1044,1420,668,512,6.65,188,26,0.1383,9,194,38,0.8041,10,3,6,Round 1,1,4
15,0,Texas,Renegades,73,66,35,26,3,1,2,75,268,250,18,0.53,2511,2214,53,1409,1176,628,621,8.44,238,47,0.1975,15,237,48,0.7975,9,2,3,Round 1,0,4
13,0,Los Angeles,Panthers,82,66,35,23,4,4,4,78,290,250,40,0.53,2309,2027,51.4,1248,1513,748,848,9.64,261,56,0.2146,4,293,45,0.8464,8,4,4,Round 1,1,4
13,0,Los Angeles,Panthers,72,66,35,29,0,1,2,72,249,249,0,0.53,2613,2336,48.1,981,1421,577,649,7.48,203,33,0.1626,13,216,63,0.7083,11,2,5,Round 2,5,6
14,0,New Orleans,Specters,78,66,35,27,3,3,1,74,253,244,9,0.53,2429,2119,51.7,1576,1084,663,641,7.53,189,36,0.1905,11,210,43,0.7952,11,2,5,Round 2,5,5
14,0,New Orleans,Specters,70,66,35,25,3,5,3,76,255,231,24,0.53,2235,2316,49.1,1342,1207,570,545,7.11,231,53,0.2294,11,216,45,0.7917,10,3,5,Round 1,3,4
6,0,Seattle,Riot,37,50,35,12,3,0,0,73,169,123,46,0.7,,,,,,,,,,,,,,,,1,,1,Round 2,7,7
4,0,Manhattan,Rage,56,50,35,14,1,1,0,71,195,115,80,0.7,,,,,,,,,,,,,,,,4,1,3,Round 2,2,4
0,0,Buffalo,Stampede,53,50,35,14,1,1,0,71,196,109,87,0.7,,,,,,,,,,,,,,,,4,2,3,Round 1,0,4
13,0,Los Angeles,Panthers,53,50,35,11,1,0,3,74,168,119,49,0.7,,,,,,,,,,,,,,,,3,1,1,Round 2,4,7
9,0,Edmonton,Blizzard,44,50,35,11,4,0,0,74,194,133,61,0.7,,,,,,,,,,,,,,,,1,,1,Round 2,6,5
19,0,Seattle,Argonauts,59,66,35,27,3,1,1,74,203,170,33,0.53,,,,,,,,,,,,,,,,7,2,3,Round 2,4,6
11,0,Winnipeg,Jets,38,50,35,12,3,0,0,73,206,150,56,0.7,,,,,,,,,,,,,,,,2,,2,Round 2,6,7
12,0,San Francisco,Pride,38,50,35,11,4,0,0,74,162,132,30,0.7,,,,,,,,,,,,,,,,1,,1,Round 1,1,4
1,0,Chicago,Syndicate,54,50,35,13,2,0,0,72,226,107,119,0.7,,,,,,,,,,,,,,,,3,3,3,Round 1,2,4
4,0,Manhattan,Rage,18,50,35,13,2,0,0,72,0,0,0,0.7,,,,,,,,,,,,,,,,2,,1,Round 2,6,5
3,0,Toronto,North Stars,15,50,35,13,2,0,0,72,0,0,0,0.7,,,,,,,,,,,,,,,,3,,2,Round 2,6,5
6,0,Vancouver,Nightmare,6,60,35,19,6,0,0,76,0,0,0,0.583,,,,,,,,,,,,,,,,2,,2,Round 1,2,4
2,0,Hamilton,Steelhawks,19,50,35,10,5,0,0,75,0,0,0,0.7,,,,,,,,,,,,,,,,1,,1,Finals Lost,10,8
8,0,Calgary,Dragons,30,50,35,13,2,0,0,72,175,120,55,0.7,,,,,,,,,,,,,,,,1,,1,Round 2,5,7
2,0,Hamilton,Steelhawks,20,50,35,13,2,0,0,72,0,0,0,0.7,,,,,,,,,,,,,,,,1,,1,Finals Lost,9,5
23,0,Nashville,Sound,85,66,35,30,0,0,1,71,297,297,0,0.53,2390,2228,45.5,1196,1530,724,939,7.32,240,53,0.2208,5,204,34,0.8333,11,,6,Round 1,1,4
23,0,Nashville,Sound,86,66,35,28,1,2,2,73,286,283,3,0.53,2407,2167,47.5,1411,1493,769,822,7.39,220,31,0.1409,12,212,35,0.8349,14,,7,Round 1,1,4
1,0,Chicago,Syndicate,86,66,35,25,4,0,2,76,318,249,69,0.53,2570,1940,49,1216,1607,762,764,7.33,221,55,0.2489,8,216,43,0.8009,13,,7,Round 1,3,4
2,0,Hamilton,Steelhawks,84,66,35,27,1,3,3,74,272,259,13,0.53,2108,2224,50.9,1173,1478,712,834,6.91,195,49,0.2513,6,206,33,0.8398,11,,7,Round 1,2,4
21,0,Philadelphia,Forge,84,66,35,22,5,1,4,79,272,232,40,0.53,2397,1916,50.7,1085,1611,642,866,6.35,174,28,0.1609,9,179,27,0.8492,7,,4,Round 2,4,5
20,0,Montreal,Patriotes,84,66,35,28,2,1,1,73,268,254,14,0.53,2263,2123,45.8,1052,1592,809,763,6.3,191,36,0.1885,12,185,24,0.8703,12,,8,Round 1,2,4
24,0,Denver,Glacier Guardians,84,66,34,28,1,0,3,72,264,274,-10,0.515,2241,2208,53.8,1415,1323,616,885,8.35,257,41,0.1595,10,223,38,0.8296,13,,5,Round 1,2,4
5,0,New England,Wolfpack,49,50,34,14,2,0,0,70,161,124,37,0.68,,,,,,,,,,,,,,,,2,1,1,Finals Lost,8,7
8,0,Calgary,Dragons,49,50,34,13,3,0,0,71,177,146,31,0.68,,,,,,,,,,,,,,,,1,1,1,Round 2,3,4
11,0,Winnipeg,Jets,43,50,34,14,2,0,0,70,195,143,52,0.68,,,,,,,,,,,,,,,,1,,1,Finals Lost,8,9
9,0,Edmonton,Blizzard,60,66,34,26,2,3,4,74,229,219,10,0.515,,,,,,,,,,,,,,,,9,3,5,Round 2,4,6
9,0,Edmonton,Blizzard,59,66,34,26,2,2,4,74,226,204,22,0.515,,,,,,,,,,,,,,,,8,3,4,Round 2,4,6
18,0,Atlanta,Inferno,60,66,34,27,2,5,3,73,208,186,22,0.515,,,,,,,,,,,,,,,,10,2,5,Round 3,8,6
4,0,Manhattan,Rage,58,66,34,26,2,2,4,74,217,198,19,0.515,,,,,,,,,,,,,,,,8,1,5,Round 2,1,4
15,0,Texas,Renegades,56,50,34,16,0,3,0,68,178,128,50,0.68,,,,,,,,,,,,,,,,6,1,2,Round 2,0,4
3,0,Toronto,North Stars,57,66,34,26,3,2,3,74,192,181,11,0.515,,,,,,,,,,,,,,,,10,4,5,Missed,,
0,0,Buffalo,Stampede,56,50,34,16,0,0,0,68,187,112,75,0.68,,,,,,,,,,,,,,,,5,3,4,Finals Lost,13,10
14,0,New Orleans,Specters,55,50,34,11,3,2,2,73,202,120,82,0.68,,,,,,,,,,,,,,,,4,1,2,Finals Lost,11,9
8,0,Calgary,Dragons,61,66,34,26,2,5,4,74,206,201,5,0.515,,,,,,,,,,,,,,,,9,2,4,Round 2,5,5
14,0,New Orleans,Specters,74,66,34,27,2,1,3,73,263,255,8,0.515,2314,2330,48,1717,1250,676,670,8.83,227,45,0.1982,7,250,52,0.792,12,4,6,Round 1,3,4
20,0,Montreal,Patriotes,67,66,34,27,2,1,3,73,278,234,44,0.515,2293,2133,50.6,978,1392,565,541,8.02,217,56,0.2581,9,224,41,0.817,13,3,6,Round 3,10,6
21,0,Philadelphia,Forge,63,66,34,22,5,1,5,78,235,202,33,0.515,,,,,,,,,,,,,,,,11,4,7,Round 1,2,4
1,0,Chicago,Syndicate,67,66,34,23,6,3,3,77,240,200,40,0.515,2271,1784,49.8,1165,1301,590,510,5.42,152,24,0.1579,11,154,37,0.7597,11,3,7,Round 1,3,4
18,0,Atlanta,Inferno,79,66,34,26,3,1,3,74,287,248,39,0.515,2640,2252,50.7,1401,1286,647,588,9.05,251,55,0.2191,9,275,60,0.7818,10,4,6,Round 3,10,6
21,0,Philadelphia,Forge,82,66,34,29,2,3,1,71,263,261,2,0.515,2254,2156,49.9,1067,1686,722,769,8.09,234,25,0.1068,14,219,44,0.7991,9,3,5,Round 1,2,4
6,0,Tampa Bay,Barracuda,75,66,34,30,1,0,1,70,309,254,55,0.515,2659,2441,53.8,1054,1116,714,549,7.14,198,44,0.2222,15,198,35,0.8232,12,4,7,Round 1,2,4
12,0,San Francisco,Pride,75,66,34,29,3,2,0,71,267,247,20,0.515,2421,2091,52.4,1319,1035,722,573,6.94,207,54,0.2609,13,174,38,0.7816,11,3,5,Round 1,0,4
15,0,Texas,Renegades,21,52,34,14,4,0,0,72,0,0,0,0.654,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,5
10,0,Minnesota,Chiefs,30,50,34,15,1,0,0,69,181,136,45,0.68,,,,,,,,,,,,,,,,3,,1,Round 1,0,4
9,0,Edmonton,Blizzard,30,50,34,14,2,0,0,70,179,131,48,0.68,,,,,,,,,,,,,,,,2,,2,Finals Lost,8,7
15,0,Texas,Renegades,28,50,34,12,4,0,0,72,175,135,40,0.68,,,,,,,,,,,,,,,,1,,1,Round 1,1,4
8,0,Calgary,Dragons,9,50,34,16,0,0,0,68,0,0,0,0.68,,,,,,,,,,,,,,,,2,,1,Cup Winner,8,4
9,0,Edmonton,Blizzard,29,50,34,12,4,0,0,72,173,121,52,0.68,,,,,,,,,,,,,,,,2,,1,Round 2,7,6
9,0,Edmonton,Comets,4,40,34,2,4,0,0,72,0,0,0,0.85,,,,,,,,,,,,,,,,1,,1,Cup Winner,8,2
