"PlayerID","TeamID","FranchiseID","LeagueID","SeasonID","GP","Minutes","Wins","Losses","OT","ShotsAgainst","Saves","GoalsAgainst","GAA","Shutouts","SavePct","GameRating"
"2560","0","0","1","74","35","1966","15","16","1","976","877","99","3.02","3","0.899","71"
"2540","15","15","1","74","28","1582","18","7","0","627","575","52","1.97","6","0.917","72"
"2423","4","4","1","74","38","2093","21","13","2","1017","921","96","2.75","3","0.906","72"
"2595","15","15","0","74","55","3274","33","16","5","1702","1530","172","3.15","4","0.899","72"
"2479","8","8","1","74","35","1472","7","16","0","1098","971","127","5.18","1","0.884","65"
"2789","0","0","0","74","50","2869","34","12","4","1759","1598","161","3.37","3","0.908","76"
"430","13","13","2","74","12","709","4","7","1","488","431","57","4.82","0","0.883","70"
"397","0","0","2","74","12","720","10","2","0","434","398","36","3.00","1","0.917","83"
"465","13","13","0","74","23","1090","13","3","1","678","609","69","3.79","0","0.898","69"
"399","4","4","2","74","8","456","4","3","0","235","212","23","3.02","1","0.902","74"
"330","10","10","2","74","9","539","7","2","0","218","196","22","2.45","0","0.899","67"
"364","11","11","2","74","9","525","6","2","0","256","242","14","1.60","4","0.945","85"
"1912","10","10","0","74","49","2750","21","22","2","1642","1457","185","4.04","1","0.887","69"
"1779","6","6","1","74","25","1286","15","4","2","690","609","81","3.78","0","0.883","65"
"1798","5","5","1","74","34","1757","16","14","1","1041","922","119","4.06","0","0.886","67"
"2073","1","1","1","74","11","578","3","6","0","308","271","37","3.84","1","0.880","63"
"1965","2","2","1","74","43","2555","25","11","6","1243","1110","133","3.12","1","0.893","69"
"1907","4","4","1","74","33","1867","17","12","1","843","741","102","3.28","4","0.879","64"
"2045","7","7","1","74","18","979","13","3","1","432","391","41","2.51","3","0.905","71"
"1973","17","17","1","74","21","1107","4","12","1","636","575","61","3.30","1","0.904","74"
"1159","12","12","3","74","10","563","4","5","1","361","326","35","3.73","1","0.903","75"
"1052","2","2","0","74","25","1223","12","8","1","806","727","79","3.87","0","0.902","73"
"1179","6","6","2","74","2","64","0","0","0","37","35","2","1.85","0","0.946","71"
"1091","13","13","2","74","2","16","0","0","0","7","7","0","0.00","0","1.000","55"
"926","8","8","2","74","11","482","3","6","0","306","271","35","4.35","0","0.886","65"
"849","5","5","0","74","48","2758","27","16","3","1575","1418","157","3.42","2","0.900","74"
"808","0","0","3","74","9","551","5","2","2","277","252","25","2.72","2","0.910","78"
"961","2","2","2","74","12","654","3","7","1","362","310","52","4.76","0","0.856","57"
"781","2","2","3","74","7","423","3","3","1","207","185","22","3.12","1","0.894","71"
"1187","13","13","3","74","8","471","5","2","1","258","232","26","3.31","0","0.899","74"
"964","2","2","2","74","3","66","1","0","0","45","43","2","1.81","0","0.956","68"
"992","7","7","0","74","49","2876","29","13","6","1707","1544","163","3.40","3","0.905","77"
"165","5","5","2","74","7","393","4","3","0","216","190","26","3.97","0","0.880","65"
"231","7","7","2","74","5","302","3","1","1","190","171","19","3.77","0","0.900","77"
"297","9","9","2","74","5","259","4","0","0","105","97","8","1.85","0","0.924","71"
"264","8","8","2","74","5","240","0","3","0","151","125","26","6.49","0","0.828","48"
"299","9","9","2","74","8","458","6","2","0","218","194","24","3.14","0","0.890","67"
"1564","7","7","1","74","50","3002","29","17","3","1429","1280","149","2.98","5","0.896","69"
"1371","9","9","3","74","9","545","4","5","0","332","299","33","3.63","0","0.901","75"
"1218","1","1","3","74","8","478","4","3","1","253","233","20","2.51","1","0.921","79"
"1213","2","2","3","74","5","305","2","2","1","140","121","19","3.74","0","0.864","59"
"1346","0","0","3","74","3","185","2","1","0","102","91","11","3.57","0","0.892","75"
"1203","4","4","3","74","5","253","1","2","1","107","90","17","4.03","0","0.841","52"
"1353","12","12","3","74","3","170","1","1","0","90","79","11","3.87","0","0.878","64"
"1370","17","17","1","74","50","2877","19","29","1","1631","1454","177","3.69","3","0.891","69"
"1213","6","6","2","74","12","658","2","9","1","465","415","50","4.55","0","0.892","73"
"1381","4","4","3","74","8","470","2","6","0","267","232","35","4.46","0","0.869","62"
"1206","7","7","3","74","8","473","5","3","0","251","219","32","4.06","0","0.873","63"
"1200","6","6","3","74","8","492","5","2","1","230","202","28","3.41","0","0.878","63"
"1204","13","13","3","74","5","262","1","2","1","140","126","14","3.19","0","0.900","69"
"1377","7","7","3","74","5","250","2","2","0","136","124","12","2.87","0","0.912","76"
"1221","9","9","3","74","3","179","1","2","0","114","101","13","4.35","0","0.886","68"
"1233","5","5","3","74","2","125","1","0","1","71","67","4","1.92","0","0.944","90"
"1413","14","14","0","74","39","2175","14","22","3","1324","1177","147","4.05","1","0.889","70"
"1238","6","6","3","74","4","238","2","2","0","114","104","10","2.52","0","0.912","75"
"4","12","12","2","74","6","251","1","3","0","175","162","13","3.10","0","0.926","77"
"135","1","1","0","74","46","2416","29","11","2","1482","1345","137","3.40","3","0.908","73"
"132","4","4","2","74","6","258","2","3","0","166","151","15","3.48","0","0.910","68"
"100","14","14","2","74","6","360","4","2","0","174","155","19","3.17","0","0.891","68"
"0","12","12","2","74","9","466","6","2","0","278","254","24","3.08","1","0.914","73"
"33","1","1","2","74","8","435","1","7","0","215","186","29","4.00","0","0.865","58"
"744","5","5","3","74","10","614","8","1","1","429","401","28","2.73","1","0.935","91"
"563","21","21","0","74","15","763","12","0","0","324","300","24","1.89","2","0.926","72"
"741","3","3","0","74","39","1845","15","16","1","1470","1300","170","5.53","1","0.884","69"
"742","14","14","2","74","6","364","4","2","0","206","180","26","4.28","0","0.874","65"
"682","10","10","2","74","3","179","0","3","0","101","88","13","4.36","0","0.871","61"
"730","1","1","2","74","5","284","2","2","0","158","139","19","4.01","0","0.880","66"
"672","11","11","2","74","4","191","3","1","0","89","82","7","2.19","2","0.921","75"
"694","7","7","2","74","8","424","2","5","0","255","227","28","3.96","0","0.890","68"
"708","5","5","2","74","6","329","2","2","1","157","137","20","3.65","0","0.873","60"
"634","1","1","3","74","4","238","2","2","0","100","95","5","1.26","0","0.950","79"
"742","14","14","2","73","6","359","4","2","0","229","215","14","2.34","1","0.939","92"
"563","21","21","0","73","14","737","11","0","0","310","275","35","2.85","1","0.887","64"
"708","5","5","2","73","6","324","5","1","0","172","156","16","2.96","0","0.907","73"
"730","1","1","2","73","4","229","2","1","0","105","100","5","1.31","2","0.952","87"
"672","11","11","2","73","3","179","1","2","0","115","106","9","3.01","1","0.922","82"
"740","0","0","3","73","4","247","3","0","1","135","125","10","2.42","0","0.926","86"
"634","12","12","3","73","7","421","2","5","0","255","228","27","3.85","0","0.894","74"
"694","7","7","2","73","5","246","1","4","0","159","139","20","4.87","0","0.874","65"
"849","5","5","0","73","54","3172","41","10","2","1664","1527","137","2.59","7","0.918","78"
"1052","2","2","0","73","27","1431","17","7","0","859","770","89","3.73","2","0.896","71"
"964","2","2","2","73","1","4","0","0","0","4","3","1","13.25","0","0.750","44"
"869","1","1","3","73","9","542","6","3","0","222","201","21","2.32","2","0.905","71"
"926","8","8","2","73","5","278","1","3","0","160","143","17","3.66","0","0.894","69"
"961","2","2","2","73","12","715","8","3","1","456","420","36","3.02","1","0.921","84"
"992","7","7","0","73","47","2809","28","16","3","1699","1537","162","3.46","4","0.905","77"
"1187","4","4","3","73","4","247","0","2","2","176","159","17","4.12","0","0.903","81"
"791","1","1","3","73","3","177","1","2","0","95","84","11","3.72","0","0.884","67"
"764","18","18","0","73","56","3196","18","34","2","2174","1961","213","4.00","3","0.902","76"
"808","0","0","3","73","8","497","3","3","2","268","240","28","3.38","0","0.896","73"
"1159","5","5","3","73","7","425","5","1","1","222","203","19","2.68","0","0.914","77"
"781","2","2","3","73","9","530","1","7","1","306","277","29","3.28","1","0.905","75"
"826","13","13","3","73","7","423","5","2","0","216","194","22","3.12","0","0.898","71"
"399","4","4","2","73","7","398","3","2","1","243","218","25","3.77","1","0.897","72"
"397","0","0","2","73","12","727","8","3","1","396","368","28","2.31","2","0.929","83"
"364","11","11","2","73","9","546","4","4","1","260","234","26","2.86","0","0.900","70"
"300","19","19","0","73","23","1213","6","12","0","823","743","80","3.95","1","0.903","76"
"465","13","13","0","73","19","941","9","7","0","616","561","55","3.50","0","0.911","74"
"430","13","13","2","73","12","734","5","6","1","550","501","49","4.00","0","0.911","82"
"330","10","10","2","73","12","724","4","7","1","350","316","34","2.82","0","0.903","69"
"2107","16","16","1","73","25","945","7","8","2","556","488","68","4.32","0","0.878","60"
"1806","16","16","1","73","58","3041","27","18","4","1919","1731","188","3.71","1","0.902","73"
"1881","8","8","1","73","48","2494","20","20","2","1587","1425","162","3.90","2","0.898","72"
"1965","2","2","1","73","32","1874","21","9","2","970","864","106","3.39","1","0.891","69"
"2083","3","3","1","73","40","2237","26","8","1","1141","1048","93","2.49","4","0.918","77"
"1798","5","5","1","73","51","2595","20","19","3","1554","1411","143","3.31","1","0.908","72"
"2000","6","6","1","73","36","1375","7","12","2","915","799","116","5.06","1","0.873","60"
"2058","15","15","1","73","54","3046","24","26","2","1896","1698","198","3.90","1","0.896","73"
"2117","11","11","0","73","20","915","12","1","1","448","406","42","2.75","0","0.906","68"
"1843","5","5","1","73","30","1371","10","14","0","901","817","84","3.67","1","0.907","73"
"1912","10","10","0","73","44","2459","19","22","1","1603","1434","169","4.12","1","0.895","72"
"1973","17","17","1","73","26","1317","3","17","2","895","806","89","4.05","0","0.901","72"
"1767","9","9","1","73","38","2211","16","19","2","1351","1220","131","3.55","3","0.903","76"
"2073","7","7","1","73","14","775","7","6","0","444","399","45","3.48","1","0.899","70"
"132","4","4","2","73","6","331","3","3","0","241","219","22","3.98","0","0.909","75"
"0","12","12","2","73","12","631","6","4","0","381","345","36","3.42","1","0.906","70"
"33","1","1","2","73","9","496","4","4","1","294","276","18","2.17","1","0.939","86"
"135","1","1","0","73","54","3125","26","25","3","1912","1721","191","3.67","0","0.900","74"
"100","14","14","2","73","6","361","4","2","0","191","177","14","2.32","2","0.927","80"
"4","12","12","2","73","4","99","0","1","1","63","56","7","4.23","0","0.889","54"
"299","9","9","2","73","8","437","6","2","0","240","218","22","3.02","1","0.908","73"
"165","5","5","2","73","7","394","2","4","0","234","202","32","4.87","1","0.863","60"
"231","7","7","2","73","8","472","6","1","0","272","250","22","2.80","0","0.919","81"
"264","8","8","2","73","8","447","2","5","1","251","223","28","3.76","0","0.888","68"
"200","6","6","2","73","12","735","3","6","3","445","398","47","3.84","1","0.894","71"
"297","9","9","2","73","5","283","2","2","0","132","118","14","2.96","1","0.894","69"
"1213","4","4","3","73","8","486","3","4","1","296","266","30","3.70","0","0.899","76"
"1251","2","2","3","73","4","194","1","1","1","126","116","10","3.08","1","0.921","74"
"1206","12","12","3","73","5","299","3","2","0","162","147","15","3.01","0","0.907","78"
"1258","6","6","3","73","4","240","4","0","0","96","92","4","1.00","1","0.958","86"
"1200","6","6","3","73","8","479","5","3","0","204","184","20","2.50","1","0.902","70"
"1370","17","17","1","73","49","2664","19","23","2","1543","1383","160","3.60","4","0.896","71"
"1197","7","7","3","73","6","197","1","1","1","97","85","12","3.65","0","0.876","58"
"1238","13","13","3","73","5","299","2","3","0","156","142","14","2.81","1","0.910","76"
"1218","7","7","3","73","10","538","4","5","0","255","220","35","3.90","0","0.863","59"
"1413","14","14","0","73","44","2438","15","27","1","1563","1387","176","4.33","2","0.887","68"
"1221","9","9","3","73","6","360","5","1","0","167","152","15","2.50","0","0.910","74"
"1564","7","7","1","73","54","3222","24","22","7","1925","1742","183","3.41","0","0.905","77"
"1220","9","9","3","73","6","358","2","4","0","184","171","13","2.17","1","0.929","83"
"1233","5","5","3","73","5","300","4","1","0","174","166","8","1.60","2","0.954","93"
"2813","15","15","1","73","16","733","7","4","0","441","405","36","2.95","1","0.918","74"
"2323","2","2","1","73","35","2087","20","13","1","1160","1048","112","3.22","3","0.903","75"
"2828","9","9","0","73","56","3270","45","8","1","1590","1458","132","2.42","8","0.917","75"
"2217","15","15","1","73","3","185","3","0","0","91","83","8","2.59","0","0.912","77"
"2443","8","8","0","73","48","2387","16","22","0","1882","1701","181","4.55","1","0.904","75"
"2312","7","7","0","73","20","1174","9","9","1","733","655","78","3.99","1","0.894","73"
"2236","6","6","1","73","56","2591","20","23","2","1627","1440","187","4.33","2","0.885","65"
"2575","11","11","0","73","54","3047","36","16","0","1522","1370","152","2.99","5","0.900","71"
"2270","1","1","1","73","15","802","2","8","2","538","483","55","4.11","0","0.898","70"
"2357","19","19","0","73","49","2757","9","36","3","1927","1706","221","4.81","1","0.885","70"
"2308","3","3","1","73","33","1738","21","8","2","977","894","83","2.86","3","0.915","75"
"2560","0","0","1","73","13","727","5","7","0","431","376","55","4.54","1","0.872","65"
"2821","8","8","1","73","32","1476","11","12","1","929","835","94","3.82","0","0.899","70"
"2379","0","0","1","73","54","3238","37","17","0","1801","1645","156","2.89","7","0.913","79"
"2807","14","14","1","73","32","1562","16","9","1","923","836","87","3.34","2","0.906","72"
"2789","0","0","0","73","54","3221","37","14","3","1870","1692","178","3.32","4","0.905","76"
"2241","1","1","1","73","55","3166","19","31","4","1813","1617","196","3.71","3","0.892","71"
"2801","4","4","1","73","25","1146","5","16","0","786","690","96","5.02","0","0.878","64"
"2410","14","14","1","73","33","1897","18","12","1","1069","970","99","3.13","2","0.907","75"
"2423","4","4","1","73","52","2835","30","13","2","1734","1562","172","3.64","2","0.901","74"
"2666","9","9","1","73","28","1540","13","12","1","1070","976","94","3.66","0","0.912","78"
"2595","15","15","0","73","55","3237","27","22","4","1829","1618","211","3.91","2","0.885","69"
"3615","20","20","0","73","34","1775","11","18","0","1253","1118","135","4.56","1","0.892","72"
"2904","4","4","0","73","42","1308","2","16","0","1172","1020","152","6.97","0","0.870","58"
"3562","15","15","0","73","13","746","8","4","1","381","346","35","2.81","1","0.908","74"
"2921","21","21","0","73","55","3230","39","14","2","1785","1612","173","3.21","2","0.903","73"
"2900","4","4","0","73","58","2664","8","39","1","2243","1960","283","6.37","1","0.874","64"
"3635","2","2","0","73","45","2538","20","19","3","1609","1430","179","4.23","1","0.889","70"
"3588","3","3","0","73","24","1252","4","16","0","1079","956","123","5.89","0","0.886","72"
"2954","0","0","0","73","14","753","10","1","1","354","324","30","2.39","2","0.915","74"
"3538","1","1","0","73","15","835","7","4","1","479","429","50","3.59","1","0.896","72"
"3136","9","9","0","73","12","680","5","7","0","454","400","54","4.76","0","0.881","69"
"3516","10","10","0","73","28","1514","14","8","2","973","869","104","4.12","1","0.893","73"
"3514","12","12","0","73","55","2652","21","23","2","1739","1537","202","4.57","0","0.884","66"
"3203","6","6","0","73","21","749","3","9","0","599","516","83","6.64","0","0.861","57"
"3547","13","13","0","73","52","3030","27","21","2","2016","1832","184","3.64","1","0.909","79"
"3273","18","18","0","73","39","2133","22","15","0","1325","1188","137","3.85","2","0.897","72"
"3494","8","8","0","73","37","1577","6","19","3","1225","1080","145","5.52","0","0.882","64"
"3750","14","14","0","73","29","1534","13","6","4","852","768","84","3.28","2","0.901","72"
"3818","5","5","0","73","14","798","12","1","0","387","355","32","2.40","1","0.917","75"
"3829","12","12","0","73","29","1319","3","14","3","1024","892","132","6.00","0","0.871","62"
"3843","3","3","0","73","51","2728","18","23","5","1905","1705","200","4.40","2","0.895","73"
"3873","20","20","0","73","18","812","4","8","0","633","567","66","4.87","0","0.896","69"
"3746","6","6","0","73","59","3211","22","31","1","2250","2013","237","4.43","2","0.895","73"
"2171","2","2","1","72","41","2362","26","13","2","1130","1002","128","3.25","1","0.887","67"
"2789","0","0","0","72","54","3126","33","17","2","1921","1731","190","3.65","1","0.901","75"
"2357","19","19","0","72","53","2922","22","28","0","1762","1569","193","3.96","1","0.890","70"
"2423","4","4","1","72","26","1163","10","9","0","585","506","79","4.07","0","0.865","56"
"2241","1","1","1","72","30","1678","14","12","0","1094","988","106","3.79","1","0.903","77"
"2828","9","9","0","72","55","3207","40","13","2","1653","1493","160","2.99","2","0.903","73"
"2418","17","17","1","72","1","60","0","1","0","44","39","5","5.00","0","0.886","73"
"2443","8","8","0","72","36","1889","9","20","3","1480","1336","144","4.57","1","0.903","77"
"2225","15","15","1","72","15","614","3","5","0","411","353","58","5.66","1","0.859","56"
"2312","7","7","0","72","28","1389","9","12","2","901","805","96","4.15","1","0.893","70"
"2514","5","5","0","72","13","757","12","0","0","339","308","31","2.45","1","0.909","73"
"2575","11","11","0","72","54","3069","35","13","3","1434","1271","163","3.19","4","0.886","66"
"2595","15","15","0","72","55","3185","32","17","5","1799","1623","176","3.31","1","0.902","73"
"2560","0","0","1","72","36","1924","14","17","0","1283","1153","130","4.05","0","0.899","74"
"3428","12","12","0","72","22","908","4","9","1","770","679","91","6.01","0","0.882","67"
"3635","13","13","0","72","32","1602","13","11","0","896","802","94","3.52","1","0.895","69"
"2904","4","4","0","72","41","1599","4","17","1","1352","1189","163","6.12","0","0.879","63"
"3516","10","10","0","72","32","1498","4","23","0","1041","920","121","4.85","1","0.884","65"
"3615","18","18","0","72","22","1012","14","2","1","469","433","36","2.13","4","0.923","71"
"2900","4","4","0","72","53","2364","4","39","1","2026","1774","252","6.40","0","0.876","64"
"3588","3","3","0","72","42","2117","10","22","2","1758","1592","166","4.70","2","0.906","78"
"3514","12","12","0","72","59","3066","20","27","5","2024","1809","215","4.21","1","0.894","70"
"3494","8","8","0","72","41","2080","11","19","4","1469","1319","150","4.33","0","0.898","72"
"3203","6","6","0","72","24","948","3","12","1","795","712","83","5.25","1","0.896","69"
"3547","13","13","0","72","43","2361","22","18","2","1431","1285","146","3.71","6","0.898","72"
"2860","20","20","0","72","13","698","10","1","1","323","298","25","2.15","1","0.923","75"
"3562","15","15","0","72","16","803","9","2","1","371","331","40","2.99","2","0.892","65"
"2954","0","0","0","72","17","845","10","4","0","450","408","42","2.98","1","0.907","72"
"3136","9","9","0","72","15","754","6","5","0","540","490","50","3.98","2","0.907","74"
"3538","1","1","0","72","22","1173","16","4","0","638","577","61","3.12","3","0.904","72"
"2921","21","21","0","72","55","3307","34","13","7","1738","1566","172","3.12","1","0.901","73"
"1370","17","17","1","72","49","2693","18","29","0","1872","1668","204","4.54","3","0.891","72"
"1204","2","2","3","72","6","323","1","3","2","174","149","25","4.64","0","0.856","56"
"1413","14","14","0","72","48","2721","14","32","2","1923","1722","201","4.43","1","0.895","73"
"1306","18","18","0","72","53","2962","25","21","3","1541","1379","162","3.28","4","0.895","70"
"1206","7","7","3","72","8","460","3","4","0","271","242","29","3.78","0","0.893","72"
"1203","9","9","3","72","5","244","3","1","0","109","93","16","3.92","0","0.853","55"
"1553","17","17","1","72","28","1220","4","14","0","763","685","78","3.83","2","0.898","68"
"1200","6","6","3","72","6","324","2","3","0","190","171","19","3.51","1","0.900","71"
"1564","7","7","1","72","50","2852","18","27","5","1936","1739","197","4.14","0","0.898","74"
"1521","8","8","1","72","32","1751","20","6","1","1006","910","96","3.29","2","0.905","73"
"430","13","13","2","72","12","573","1","9","1","429","374","55","5.76","0","0.872","63"
"330","10","10","2","72","12","713","5","7","0","384","345","39","3.28","0","0.898","72"
"397","0","0","2","72","12","728","9","1","2","415","373","42","3.46","0","0.899","73"
"431","13","13","2","72","5","146","0","1","0","114","104","10","4.08","0","0.912","67"
"300","6","6","0","72","54","3011","17","30","3","2163","1950","213","4.24","1","0.902","78"
"399","4","4","2","72","5","296","3","2","0","172","158","14","2.84","0","0.919","80"
"364","11","11","2","72","8","429","4","4","0","254","226","28","3.92","0","0.890","68"
"465","2","2","0","72","19","952","8","7","0","635","565","70","4.41","0","0.890","68"
"566","19","19","0","72","20","1049","4","10","2","751","673","78","4.46","0","0.896","72"
"730","1","1","2","72","3","178","1","2","0","105","96","9","3.02","1","0.914","80"
"708","5","5","2","72","7","307","3","1","0","150","142","8","1.56","1","0.947","72"
"744","5","5","3","72","6","339","5","1","0","216","198","18","3.18","0","0.917","77"
"694","7","7","2","72","5","254","3","1","0","137","116","21","4.95","0","0.847","54"
"702","9","9","3","72","8","477","5","3","0","235","211","24","3.01","2","0.898","72"
"742","14","14","2","72","6","358","4","2","0","220","199","21","3.51","0","0.905","79"
"565","11","11","0","72","17","894","11","4","0","359","319","40","2.68","2","0.889","64"
"563","21","21","0","72","14","680","9","3","0","307","278","29","2.56","2","0.906","68"
"741","14","14","0","72","24","1254","9","8","1","727","660","67","3.20","2","0.908","73"
"672","11","11","2","72","5","287","3","1","0","168","155","13","2.71","1","0.923","84"
"682","10","10","2","72","1","14","0","0","0","4","3","1","4.03","0","0.750","45"
"740","13","13","3","72","7","274","2","3","0","187","162","25","5.46","0","0.866","57"
"634","2","2","3","72","8","405","3","3","0","213","190","23","3.40","0","0.892","67"
"733","7","7","3","72","5","262","3","2","0","141","128","13","2.97","1","0.908","74"
"791","13","13","3","72","8","454","1","5","1","300","262","38","5.02","0","0.873","67"
"808","0","0","3","72","7","325","1","4","1","212","183","29","5.34","0","0.863","58"
"964","2","2","2","72","1","51","0","1","0","40","36","4","4.62","0","0.900","78"
"762","1","1","3","72","6","360","3","3","0","168","150","18","3.00","1","0.893","71"
"961","2","2","2","72","12","666","8","3","0","375","337","38","3.42","0","0.899","72"
"869","1","1","3","72","6","360","6","0","0","146","131","15","2.50","0","0.897","68"
"779","6","6","3","72","7","406","2","4","1","256","231","25","3.69","0","0.902","77"
"781","12","12","3","72","9","518","4","3","1","301","271","30","3.47","0","0.900","75"
"849","5","5","0","72","55","3200","39","15","0","1734","1552","182","3.41","2","0.895","71"
"873","0","0","3","72","8","406","2","2","2","221","200","21","3.10","0","0.905","67"
"1052","2","2","0","72","53","3028","23","24","4","1914","1686","228","4.52","1","0.881","69"
"897","12","12","3","72","4","209","2","2","0","100","83","17","4.86","0","0.830","49"
"826","4","4","3","72","5","300","3","1","1","123","114","9","1.80","2","0.927","79"
"926","8","8","2","72","11","601","3","6","1","411","367","44","4.39","0","0.893","71"
"764","20","20","0","72","55","3284","35","17","2","1802","1640","162","2.96","6","0.910","77"
"992","7","7","0","72","47","2603","27","14","2","1487","1324","163","3.76","2","0.890","68"
"1187","4","4","3","72","7","428","4","2","1","226","207","19","2.66","0","0.916","79"
"1159","5","5","3","72","7","390","5","1","0","237","219","18","2.76","1","0.924","83"
"198","6","6","2","72","1","43","0","0","0","31","29","2","2.78","0","0.935","83"
"165","5","5","2","72","8","416","3","4","1","243","212","31","4.47","0","0.872","61"
"297","9","9","2","72","9","493","5","4","0","253","226","27","3.28","0","0.893","68"
"200","6","6","2","72","12","688","5","5","2","393","347","46","4.01","0","0.883","67"
"264","8","8","2","72","3","117","0","2","0","76","65","11","5.61","0","0.855","54"
"231","7","7","2","72","9","474","4","3","1","262","234","28","3.54","0","0.893","68"
"299","9","9","2","72","5","228","2","0","1","88","83","5","1.31","0","0.943","69"
"2117","3","3","0","72","36","1861","4","26","2","1560","1379","181","5.84","0","0.884","71"
"2148","9","9","1","72","14","609","5","4","1","309","275","34","3.34","0","0.890","63"
"1806","16","16","1","72","51","2828","25","19","1","1601","1428","173","3.67","1","0.892","69"
"1790","1","1","1","72","41","2302","11","27","2","1487","1307","180","4.69","0","0.879","67"
"1899","6","6","1","72","46","1941","6","25","3","1465","1261","204","6.30","0","0.861","58"
"1723","6","6","1","72","49","2041","16","13","3","1464","1295","169","4.97","0","0.885","65"
"1912","10","10","0","72","45","2459","18","20","1","1628","1476","152","3.71","1","0.907","77"
"1885","14","14","1","72","28","1333","14","10","0","789","692","97","4.37","0","0.877","63"
"1965","2","2","1","72","30","1608","19","4","2","806","716","90","3.36","1","0.888","67"
"1881","8","8","1","72","41","2227","21","16","2","1209","1080","129","3.47","1","0.893","69"
"1798","5","5","1","72","52","2580","24","20","0","1499","1342","157","3.65","3","0.895","68"
"1767","9","9","1","72","58","3382","31","20","5","1909","1701","208","3.69","2","0.891","71"
"2083","3","3","1","72","48","2686","29","11","5","1371","1224","147","3.28","2","0.893","69"
"2000","0","0","1","72","38","2043","17","17","1","1384","1239","145","4.26","1","0.895","72"
"1843","5","5","1","72","29","1383","11","10","1","843","754","89","3.86","0","0.894","69"
"2058","15","15","1","72","60","3342","27","29","2","2153","1922","231","4.15","3","0.893","73"
"1659","14","14","1","72","49","2642","25","14","3","1558","1406","152","3.45","0","0.902","74"
"2009","7","7","1","72","22","1126","3","12","1","784","696","88","4.69","1","0.888","69"
"2107","16","16","1","72","27","1128","11","10","0","699","629","70","3.72","1","0.900","66"
"1819","4","4","1","72","51","2808","26","18","3","1603","1415","188","4.02","4","0.883","66"
"132","4","4","2","72","7","414","2","5","0","199","177","22","3.18","0","0.889","67"
"33","1","1","2","72","9","544","3","6","0","343","307","36","3.97","0","0.895","75"
"4","12","12","2","72","4","206","2","1","0","111","104","7","2.03","1","0.937","82"
"135","1","1","0","72","49","2799","31","14","1","1520","1371","149","3.19","6","0.902","74"
"100","14","14","2","72","6","359","3","3","0","231","208","23","3.84","0","0.900","77"
"0","12","12","2","72","9","515","8","1","0","328","305","23","2.68","2","0.930","89"
"4","12","12","2","71","3","127","1","1","0","89","81","8","3.78","0","0.910","72"
"0","12","12","2","71","10","593","7","2","1","373","340","33","3.33","0","0.912","79"
"132","4","4","2","71","8","473","3","5","0","325","291","34","4.31","1","0.895","74"
"100","14","14","2","71","6","360","4","2","0","211","195","16","2.67","1","0.924","85"
"33","1","1","2","71","8","475","4","4","0","209","187","22","2.78","1","0.895","65"
"135","1","1","0","71","55","3229","28","21","5","1847","1645","202","3.75","1","0.891","70"
"702","9","9","3","71","9","544","4","4","1","323","297","26","2.86","2","0.920","83"
"566","19","19","0","71","20","1144","10","6","2","586","525","61","3.20","1","0.896","68"
"697","4","4","3","71","3","180","0","2","1","90","78","12","3.99","0","0.867","61"
"694","7","7","2","71","4","240","3","1","0","90","82","8","2.00","0","0.911","70"
"672","11","11","2","71","5","288","1","3","0","177","158","19","3.95","0","0.893","70"
"565","11","11","0","71","22","1058","13","3","2","516","469","47","2.66","0","0.909","68"
"660","7","7","3","71","8","425","4","2","1","251","237","14","1.97","1","0.944","85"
"657","6","6","2","71","2","119","1","1","0","60","53","7","3.51","0","0.883","68"
"733","7","7","3","71","5","294","2","3","0","196","171","25","5.09","0","0.872","67"
"631","13","13","3","71","8","487","5","2","1","240","221","19","2.34","0","0.921","78"
"730","1","1","2","71","5","249","2","2","0","135","124","11","2.64","0","0.919","74"
"708","5","5","2","71","5","243","0","4","0","156","141","15","3.70","0","0.904","72"
"740","0","0","3","71","3","180","2","1","0","90","80","10","3.33","0","0.889","68"
"629","6","6","3","71","4","231","1","2","1","132","116","16","4.15","0","0.879","66"
"744","5","5","3","71","8","411","4","3","0","266","247","19","2.77","1","0.929","80"
"563","21","21","0","71","14","791","12","1","0","387","349","38","2.88","0","0.902","70"
"741","14","14","0","71","22","1272","11","8","1","732","665","67","3.16","2","0.908","77"
"742","14","14","2","71","6","364","3","2","1","234","212","22","3.63","0","0.906","81"
"1370","17","17","1","71","55","2955","14","38","1","1781","1559","222","4.51","1","0.875","63"
"1635","0","0","1","71","60","3350","26","27","3","2189","1961","228","4.08","4","0.896","72"
"1521","8","8","1","71","28","1589","15","10","1","861","773","88","3.32","2","0.898","72"
"1553","17","17","1","71","24","1000","6","7","0","681","620","61","3.66","0","0.910","71"
"1413","14","14","0","71","46","2717","26","18","2","1571","1428","143","3.16","2","0.909","75"
"1564","7","7","1","71","59","3149","16","39","2","2133","1847","286","5.45","1","0.866","62"
"1306","18","18","0","71","46","2579","24","16","3","1318","1183","135","3.14","4","0.898","69"
"1499","3","3","1","71","41","2099","18","14","2","1231","1094","137","3.92","0","0.889","67"
"364","11","11","2","71","8","432","6","1","1","223","203","20","2.78","0","0.910","72"
"397","0","0","2","71","12","721","7","5","0","457","421","36","2.99","0","0.921","84"
"399","4","4","2","71","5","251","2","2","0","154","143","11","2.63","0","0.929","81"
